0 0 1
	
1 0 1
	
2 0 1
	
3 0 1
	
4 0 1
	
5 0 1
	
6 0 1
	
7 0 1
	
8 0 1
	
9 0 1
	
10 0 1
	
11 0 1
	
12 0 1
	
13 0 1
	
14 0 1
	
15 0 1
	
16 0 1
	
17 0 1
	
18 0 1
	
19 0 1
	
20 0 1
	
21 0 1
	
22 0 1
	
23 0 1
	
24 0 1
	
25 0 1
	
26 0 1
	
27 0 1
	
28 0 1
	
29 0 1
	
30 0 1
	
31 0 1
	
32 0 1
	
33 0 1
	
34 0 1
	
35 1 2
	9 10 
36 1 3
	35 11 
37 1 2
	25 26 
38 1 2
	7 17 
39 1 3
	38 18 
40 1 2
	28 30 
41 1 3
	40 31 
42 1 4
	41 32 
43 1 5
	42 33 
44 1 2
	2 4 
45 1 3
	44 5 
46 1 5
	0 1 45 
47 1 6
	46 3 
48 3 1
	23 
49 3 1
	23 
50 1 3
	37 48 
51 3 1
	22 
52 3 1
	22 
53 1 2
	34 52 
54 1 6
	29 50 53 
55 1 12
	24 43 54 
56 1 14
	20 49 55 
57 3 14
	56 
58 3 14
	56 
59 1 15
	21 57 
60 1 17
	19 51 59 
61 1 34
	39 58 60 
62 1 35
	61 27 
63 3 1
	13 
64 3 1
	13 
65 3 1
	64 
66 3 1
	64 
67 1 2
	16 65 
68 3 1
	66 
69 3 1
	66 
70 3 2
	67 
71 3 2
	67 
72 1 4
	15 68 70 
73 1 7
	14 71 72 
74 1 9
	12 63 73 
75 1 13
	36 69 74 
76 1 14
	8 75 
77 1 15
	6 76 
78 1 21
	47 77 
79 1 56
	78 62 
